exp_name                                     , mode , ring_type, fold     , task          , scene     , input_type                                                                                , dataset_task                                                                         , method_name   , epochs, lr    , criterion, batch_size, sample_len, mae_with_std, rmse_with_std, mape_with_std, pearson_with_std
transformer-ring1-rr-all-ir                  , test , ring1    , all-folds, resp_rr       , all       , ['ir-filtered-rr']                                                                        , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", transformer   ,    200, 0.001 , mse      ,        128,       1870, 3.30±0.06   , 4.23±0.79    , 21.73±0.57   , 0.12±0.02
fft                                          , test , ring2    ,          , hr            , unknown   , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", fft           ,    200, 0.001 , mse      ,        128,       1834, 15.10±0.46  , 24.85±5.25   , 17.93±0.51   , 0.08±0.02
fft                                          , test , ring1    ,          , hr            , unknown   , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", fft           ,    200, 0.001 , mse      ,        128,       1929, 9.32±0.40   , 19.80±4.81   , 10.90±0.43   , 0.36±0.02
fft                                          , test , ring2    ,          , samsung_hr    , unknown   , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", fft           ,    200, 0.001 , mse      ,        128,        120, 20.25±2.22  , 31.57±12.21  , 22.30±2.20   , -0.03±0.09
fft                                          , test , ring1    ,          , samsung_hr    , unknown   , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", fft           ,    200, 0.001 , mse      ,        128,        186, 12.06±1.50  , 23.70±9.73   , 13.72±1.57   , 0.33±0.07
fft                                          , test , ring2    ,          , oura_hr       , unknown   , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", fft           ,    200, 0.001 , mse      ,        128,        160, 17.62±1.75  , 28.28±10.69  , 20.06±1.79   , 0.09±0.08
fft                                          , test , ring1    ,          , oura_hr       , unknown   , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", fft           ,    200, 0.001 , mse      ,        128,        237, 11.37±1.26  , 22.43±8.83   , 13.16±1.34   , 0.40±0.06
fft                                          , test , ring2    ,          , samsung_hr_com, unknown   , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", fft           ,    200, 0.001 , mse      ,        128,        120, 9.94±1.57   , 19.78±10.91  , 13.32±2.83   , 0.61±0.07
fft                                          , test , ring1    ,          , samsung_hr_com, unknown   , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", fft           ,    200, 0.001 , mse      ,        128,        186, 9.90±1.25   , 19.72±9.49   , 13.94±2.34   , 0.56±0.06
fft                                          , test , ring2    ,          , resp_rr       , unknown   , ['ir-filtered-rr']                                                                        , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", fft           ,    200, 0.001 , mse      ,        128,        940, 4.96±0.11   , 6.01±1.24    , 27.08±0.56   , 0.21±0.03
fft                                          , test , ring1    ,          , resp_rr       , unknown   , ['ir-filtered-rr']                                                                        , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", fft           ,    200, 0.001 , mse      ,        128,       1870, 4.83±0.08   , 5.97±1.09    , 26.35±0.37   , 0.33±0.02
fft                                          , test , ring2    ,          , oura_hr_com   , unknown   , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", fft           ,    200, 0.001 , mse      ,        128,        160, 10.56±1.43  , 20.88±10.67  , 14.38±2.63   , 0.49±0.07
fft                                          , test , ring1    ,          , oura_hr_com   , unknown   , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", fft           ,    200, 0.001 , mse      ,        128,        237, 10.09±1.13  , 20.05±9.23   , 14.67±2.23   , 0.47±0.06
transformer-ring1-hr-motion-ir               , test , ring1    , all-folds, hr            , motion    , ['ir-filtered']                                                                           , "['deepsquat', 'striding']"                                                          , transformer   ,    200, 0.001 , mse      ,        128,        191, 18.53±1.03  , 23.33±6.87   , 26.52±2.33   , 0.07±0.07
inception-time-ring2-hr-motion-ir            , test , ring2    , all-folds, hr            , motion    , ['ir-filtered']                                                                           , "['deepsquat', 'striding']"                                                          , inception_time,    200, 0.001 , mse      ,        128,        181, 15.64±0.97  , 20.31±6.78   , 21.18±2.25   , 0.26±0.07
transformer-ring1-samsung_hr-stationary-ir   , test , ring1    , all-folds, samsung_hr    , stationary, ['ir-filtered']                                                                           , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , transformer   ,    200, 0.001 , mse      ,        128,        151, 6.13±0.40   , 7.87±2.84    , 7.31±0.48    , 0.83±0.05
mamba2-ring2-hr-motion-irimu                 , 5fold, ring2    , all-folds, hr            , motion    , "['ir-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']"                , "['deepsquat', 'striding']"                                                          , mamba2        ,    200, 0.0001, mse      ,          8,         42, 20.17±2.04  , 24.04±9.91   , 26.35±3.77   , -0.20±0.15
inception-time-ring2-samsung_hr-motion-ir    , test , ring2    , all-folds, samsung_hr    , motion    , ['ir-filtered']                                                                           , "['deepsquat', 'striding']"                                                          , inception_time,    200, 0.001 , mse      ,        128,         25, 17.63±2.92  , 22.71±11.71  , 23.52±5.94   , 0.01±0.21
resnet-ring1-hr-stationary-ir                , test , ring1    , all-folds, hr            , stationary, ['ir-filtered']                                                                           , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , resnet        ,    200, 0.001 , mse      ,        128,       1738, 3.67±0.09   , 5.20±1.24    , 4.68±0.12    , 0.90±0.01
inception-time-ring1-samsung_hr-motion-ir    , test , ring1    , all-folds, samsung_hr    , motion    , ['ir-filtered']                                                                           , "['deepsquat', 'striding']"                                                          , inception_time,    200, 0.001 , mse      ,        128,         35, 19.49±2.79  , 25.39±11.65  , 27.11±5.41   , -0.09±0.17
transformer-ring1-rr-stationary-ir           , test , ring1    , all-folds, resp_rr       , stationary, ['ir-filtered-rr']                                                                        , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , transformer   ,    200, 0.001 , mse      ,        128,       1675, 3.06±0.06   , 3.89±0.75    , 21.46±0.61   , 0.07±0.02
inceptiontime-ring1-bp-all-irred             , 5fold, ring1    , all-folds, BP_dia        , all       , "['ir-filtered', 'red-filtered']"                                                         , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", inception_time,    200, 0.001 , mse      ,        128,        133, 8.56±0.59   , 10.94±3.94   , 12.81±0.87   , 0.04±0.09
inceptiontime-ring1-bp-all-irred             , 5fold, ring1    , all-folds, BP_sys        , all       , "['ir-filtered', 'red-filtered']"                                                         , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", inception_time,    200, 0.001 , mse      ,        128,        133, 16.08±1.05  , 20.11±7.06   , 14.60±0.87   , -0.00±0.09
resnet-ring1-spo2-spo2-irred                 , 5fold, ring1    , all-folds, spo2          , unknown   , "['ir-filtered', 'red-filtered']"                                                         , ['spo2']                                                                             , resnet        ,    200, 0.001 , mse      ,        128,        439, 3.19±0.14   , 4.40±1.33    , 3.55±0.17    , 0.15±0.05
mamba2-ring2-rr-all-ir                       , 5fold, ring2    , all-folds, resp_rr       , all       , ['ir-filtered-rr']                                                                        , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", mamba2        ,    200, 0.0001, mse      ,          8,        431, 4.46±0.13   , 5.23±1.23    , 30.34±1.43   , -0.31±0.05
mamba2-ring2-rr-all-ir                       , 5fold, ring2    , all-folds, resp_rr       , all       , ['ir-filtered-rr']                                                                        , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", mamba2        ,    200, 0.0001, mse      ,          8,        431, 4.47±0.13   , 5.24±1.23    , 30.32±1.41   , -0.27±0.05
transformer-ring1-oura_hr-stationary-ir      , test , ring1    , all-folds, oura_hr       , stationary, ['ir-filtered']                                                                           , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , transformer   ,    200, 0.001 , mse      ,        128,        198, 5.70±0.37   , 7.69±2.65    , 6.95±0.47    , 0.85±0.04
mamba2-ring2-hr-all-ir                       , 5fold, ring2    , all-folds, hr            , all       , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", mamba2        ,    200, 0.0001, mse      ,          8,        429, 11.47±0.36  , 13.68±3.66   , 14.75±0.56   , 0.04±0.05
mamba2-ring2-hr-all-ir                       , 5fold, ring2    , all-folds, hr            , all       , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", mamba2        ,    200, 0.0001, mse      ,          8,        429, 11.35±0.37  , 13.67±3.66   , 14.53±0.55   , 0.01±0.05
resnet-ring2-samsung_hr-all-ir               , test , ring2    , all-folds, samsung_hr    , all       , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", resnet        ,    200, 0.001 , mse      ,        128,        120, 7.64±0.82   , 11.77±5.58   , 10.28±1.52   , 0.64±0.07
transformer-ring1-rr-motion-ir               , test , ring1    , all-folds, resp_rr       , motion    , ['ir-filtered-rr']                                                                        , "['deepsquat', 'striding']"                                                          , transformer   ,    200, 0.001 , mse      ,        128,        195, 5.38±0.25   , 6.42±1.74    , 24.03±1.31   , -0.06±0.07
inception-time-ring1-oura_hr-all-ir          , test , ring1    , all-folds, oura_hr       , all       , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", inception_time,    200, 0.001 , mse      ,        128,        237, 7.75±0.63   , 12.41±5.13   , 10.44±1.10   , 0.62±0.05
transformer-ring2-hr-all-ir                  , 5fold, ring2    , all-folds, hr            , all       , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", transformer   ,    200, 0.001 , mse      ,        128,       1730, 9.11±0.18   , 11.85±2.53   , 11.88±0.31   , 0.15±0.02
transformer-ring2-hr-all-ir                  , test , ring2    , all-folds, hr            , all       , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", transformer   ,    200, 0.001 , mse      ,        128,       1834, 8.56±0.17   , 11.25±2.43   , 11.12±0.28   , 0.30±0.02
inception-time-ring2-oura_hr-motion-ir       , test , ring2    , all-folds, oura_hr       , motion    , ['ir-filtered']                                                                           , "['deepsquat', 'striding']"                                                          , inception_time,    200, 0.001 , mse      ,        128,         27, 17.52±2.88  , 22.87±11.64  , 22.80±5.57   , -0.01±0.20
mamba2-ring1-hr-motion-irredimu              , 5fold, ring1    , all-folds, hr            , motion    , "['ir-filtered', 'red-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']", "['deepsquat', 'striding']"                                                          , mamba2        ,    200, 0.0001, mse      ,          8,         57, 21.08±1.45  , 23.70±8.49   , 26.80±2.69   , -0.22±0.13
resnet-ring1-oura_hr-all-ir                  , test , ring1    , all-folds, oura_hr       , all       , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", resnet        ,    200, 0.001 , mse      ,        128,        237, 5.86±0.60   , 10.94±5.07   , 8.32±1.19    , 0.72±0.05
mamba2-ring2-hr-stationary-ir                , 5fold, ring2    , all-folds, hr            , stationary, ['ir-filtered']                                                                           , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , mamba2        ,    200, 0.0001, mse      ,          8,        387, 10.12±0.28  , 11.56±2.51   , 12.88±0.37   , 0.09±0.05
resnet-ring1-hr-motion-ir                    , test , ring1    , all-folds, hr            , motion    , ['ir-filtered']                                                                           , "['deepsquat', 'striding']"                                                          , resnet        ,    200, 0.001 , mse      ,        128,        191, 17.99±1.06  , 23.15±7.16   , 26.79±2.50   , 0.06±0.07
mamba2-ring2-hr-all-irimu                    , 5fold, ring2    , all-folds, hr            , all       , "['ir-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']"                , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", mamba2        ,    200, 0.0001, mse      ,          8,        429, 11.44±0.36  , 13.65±3.61   , 14.60±0.54   , 0.06±0.05
resnet-ring2-oura_hr-motion-ir               , test , ring2    , all-folds, oura_hr       , motion    , ['ir-filtered']                                                                           , "['deepsquat', 'striding']"                                                          , resnet        ,    200, 0.001 , mse      ,        128,         27, 15.48±2.82  , 21.13±11.14  , 21.06±5.83   , 0.30±0.19
mamba2-ring2-rr-motion-ir                    , 5fold, ring2    , all-folds, resp_rr       , motion    , ['ir-filtered-rr']                                                                        , "['deepsquat', 'striding']"                                                          , mamba2        ,    200, 0.0001, mse      ,          8,         44, 4.49±0.45   , 5.37±2.32    , 24.39±5.09   , -0.10±0.15
inception-time-ring2-samsung_hr-stationary-ir, test , ring2    , all-folds, samsung_hr    , stationary, ['ir-filtered']                                                                           , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , inception_time,    200, 0.001 , mse      ,        128,         95, 8.99±0.62   , 10.83±3.65   , 11.29±0.87   , 0.54±0.09
fft-stationary                               , test , ring2    ,          , hr            , stationary, ['ir-filtered']                                                                           , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , fft           ,    200, 0.001 , mse      ,        128,       1653, 12.42±0.43  , 21.40±4.77   , 15.21±0.50   , 0.18±0.02
fft-stationary                               , test , ring1    ,          , hr            , stationary, ['ir-filtered']                                                                           , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , fft           ,    200, 0.001 , mse      ,        128,       1738, 6.04±0.32   , 14.50±3.97   , 7.30±0.37    , 0.56±0.02
fft-stationary                               , test , ring2    ,          , samsung_hr    , stationary, ['ir-filtered']                                                                           , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , fft           ,    200, 0.001 , mse      ,        128,         95, 14.82±2.24  , 26.28±11.52  , 16.45±2.31   , 0.05±0.10
fft-stationary                               , test , ring1    ,          , samsung_hr    , stationary, ['ir-filtered']                                                                           , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , fft           ,    200, 0.001 , mse      ,        128,        151, 5.13±1.02   , 13.51±7.26   , 5.92±1.11    , 0.64±0.06
fft-stationary                               , test , ring2    ,          , oura_hr       , stationary, ['ir-filtered']                                                                           , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , fft           ,    200, 0.001 , mse      ,        128,        133, 12.67±1.61  , 22.42±9.35   , 14.94±1.76   , 0.28±0.08
fft-stationary                               , test , ring1    ,          , oura_hr       , stationary, ['ir-filtered']                                                                           , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , fft           ,    200, 0.001 , mse      ,        128,        198, 5.57±0.87   , 13.38±6.33   , 6.66±0.99    , 0.68±0.05
fft-stationary                               , test , ring2    ,          , samsung_hr_com, stationary, ['ir-filtered']                                                                           , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , fft           ,    200, 0.001 , mse      ,        128,         95, 3.07±0.26   , 4.00±1.62    , 3.89±0.35    , 0.97±0.03
fft-stationary                               , test , ring1    ,          , samsung_hr_com, stationary, ['ir-filtered']                                                                           , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , fft           ,    200, 0.001 , mse      ,        128,        151, 3.27±0.22   , 4.25±1.47    , 4.07±0.29    , 0.96±0.02
fft-stationary                               , test , ring2    ,          , resp_rr       , stationary, ['ir-filtered-rr']                                                                        , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , fft           ,    200, 0.001 , mse      ,        128,        925, 4.93±0.11   , 5.98±1.24    , 26.95±0.55   , 0.21±0.03
fft-stationary                               , test , ring1    ,          , resp_rr       , stationary, ['ir-filtered-rr']                                                                        , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , fft           ,    200, 0.001 , mse      ,        128,       1414, 4.58±0.08   , 5.56±1.07    , 26.08±0.40   , 0.27±0.03
fft-stationary                               , test , ring2    ,          , oura_hr_com   , stationary, ['ir-filtered']                                                                           , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , fft           ,    200, 0.001 , mse      ,        128,        133, 3.60±0.29   , 4.91±1.99    , 4.64±0.38    , 0.93±0.03
fft-stationary                               , test , ring1    ,          , oura_hr_com   , stationary, ['ir-filtered']                                                                           , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , fft           ,    200, 0.001 , mse      ,        128,        198, 3.62±0.24   , 4.91±1.76    , 4.47±0.29    , 0.93±0.03
resnet-ring1-samsung_hr-all-ir               , test , ring1    , all-folds, samsung_hr    , all       , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", resnet        ,    200, 0.001 , mse      ,        128,        186, 6.19±0.68   , 11.13±5.40   , 8.43±1.30    , 0.70±0.05
mamba2-ring1-hr-motion-ir                    , 5fold, ring1    , all-folds, hr            , motion    , ['ir-filtered']                                                                           , "['deepsquat', 'striding']"                                                          , mamba2        ,    200, 0.0001, mse      ,          8,         57, 18.69±2.16  , 24.68±10.44  , 24.01±3.46   , -0.65±0.10
inception-time-ring1-oura_hr-motion-ir       , test , ring1    , all-folds, oura_hr       , motion    , ['ir-filtered']                                                                           , "['deepsquat', 'striding']"                                                          , inception_time,    200, 0.001 , mse      ,        128,         39, 20.64±2.64  , 26.29±11.31  , 30.11±5.37   , -0.12±0.16
resnet-ring1-samsung_hr-motion-ir            , test , ring1    , all-folds, samsung_hr    , motion    , ['ir-filtered']                                                                           , "['deepsquat', 'striding']"                                                          , resnet        ,    200, 0.001 , mse      ,        128,         35, 18.29±2.64  , 23.90±11.45  , 27.11±5.90   , 0.02±0.17
transformer-ring2-samsung_hr-stationary-ir   , test , ring2    , all-folds, samsung_hr    , stationary, ['ir-filtered']                                                                           , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , transformer   ,    200, 0.001 , mse      ,        128,         95, 9.42±0.64   , 11.26±3.67   , 11.54±0.78   , 0.58±0.08
resnet-ring2-hr-motion-ir                    , test , ring2    , all-folds, hr            , motion    , ['ir-filtered']                                                                           , "['deepsquat', 'striding']"                                                          , resnet        ,    200, 0.001 , mse      ,        128,        181, 14.48±0.94  , 19.18±6.58   , 20.09±2.24   , 0.35±0.07
mamba2-ring1-hr-all-irredimu                 , 5fold, ring1    , all-folds, hr            , all       , "['ir-filtered', 'red-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']", "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", mamba2        ,    200, 0.0001, mse      ,          8,        532, 12.79±0.33  , 14.94±3.48   , 15.59±0.46   , 0.08±0.04
resnet-ring1-rr-stationary-ir                , test , ring1    , all-folds, resp_rr       , stationary, ['ir-filtered-rr']                                                                        , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , resnet        ,    200, 0.001 , mse      ,        128,       1675, 2.90±0.06   , 3.71±0.74    , 20.27±0.58   , 0.31±0.02
transformer-ring1-hr-all-ir                  , 5fold, ring1    , all-folds, hr            , all       , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", transformer   ,    200, 0.001 , mse      ,        128,       1892, 8.22±0.19   , 11.64±2.66   , 10.56±0.32   , 0.50±0.02
transformer-ring1-hr-all-ir                  , test , ring1    , all-folds, hr            , all       , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", transformer   ,    200, 0.001 , mse      ,        128,       1929, 6.64±0.17   , 9.99±2.47    , 8.52±0.29    , 0.66±0.02
resnet-ring2-hr-stationary-ir                , test , ring2    , all-folds, hr            , stationary, ['ir-filtered']                                                                           , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , resnet        ,    200, 0.001 , mse      ,        128,       1653, 6.30±0.14   , 8.40±1.68    , 8.41±0.20    , 0.63±0.02
resnet-ring1-oura_hr-stationary-ir           , test , ring1    , all-folds, oura_hr       , stationary, ['ir-filtered']                                                                           , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , resnet        ,    200, 0.001 , mse      ,        128,        198, 3.16±0.21   , 4.28±1.67    , 3.96±0.28    , 0.95±0.02
inception-time-ring2-hr-stationary-ir        , test , ring2    , all-folds, hr            , stationary, ['ir-filtered']                                                                           , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , inception_time,    200, 0.001 , mse      ,        128,       1653, 7.27±0.13   , 9.06±1.68    , 9.51±0.18    , 0.47±0.02
inception-time-ring1-rr-motion-ir            , test , ring1    , all-folds, resp_rr       , motion    , ['ir-filtered-rr']                                                                        , "['deepsquat', 'striding']"                                                          , inception_time,    200, 0.001 , mse      ,        128,        195, 4.97±0.24   , 5.97±1.68    , 23.00±1.25   , -0.00±0.07
inceptiontime-ring1-spo2-spo2-irred          , 5fold, ring1    , all-folds, spo2          , unknown   , "['ir-filtered', 'red-filtered']"                                                         , ['spo2']                                                                             , inception_time,    200, 0.001 , mse      ,        128,        439, 3.33±0.15   , 4.61±1.38    , 3.71±0.18    , 0.08±0.05
transformer-ring1-spo2-spo2-irred            , 5fold, ring1    , all-folds, spo2          , unknown   , "['ir-filtered', 'red-filtered']"                                                         , ['spo2']                                                                             , transformer   ,    200, 0.001 , mse      ,         16,        439, 3.29±0.16   , 4.66±1.41    , 3.67±0.19    , 0.06±0.05
resnet-ring2-samsung_hr-motion-ir            , test , ring2    , all-folds, samsung_hr    , motion    , ['ir-filtered']                                                                           , "['deepsquat', 'striding']"                                                          , resnet        ,    200, 0.001 , mse      ,        128,         25, 15.57±2.94  , 21.22±11.34  , 21.71±6.26   , 0.27±0.20
inception-time-ring2-hr-all-ir               , 5fold, ring2    , all-folds, hr            , all       , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", inception_time,    200, 0.001 , mse      ,        128,       1730, 8.71±0.18   , 11.61±2.49   , 11.33±0.31   , 0.27±0.02
inception-time-ring2-hr-all-ir               , test , ring2    , all-folds, hr            , all       , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", inception_time,    200, 0.001 , mse      ,        128,       1834, 8.09±0.16   , 10.71±2.38   , 10.67±0.29   , 0.42±0.02
inception-time-ring1-rr-stationary-ir        , test , ring1    , all-folds, resp_rr       , stationary, ['ir-filtered-rr']                                                                        , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , inception_time,    200, 0.001 , mse      ,        128,       1675, 2.86±0.06   , 3.70±0.74    , 19.93±0.58   , 0.28±0.02
inceptiontime-ring2-bp-all-irred             , 5fold, ring2    , all-folds, BP_dia        , all       , "['ir-filtered', 'red-filtered']"                                                         , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", inception_time,    200, 0.001 , mse      ,        128,         97, 10.02±0.82  , 12.84±5.12   , 15.14±1.25   , -0.23±0.10
inceptiontime-ring2-bp-all-irred             , 5fold, ring2    , all-folds, BP_sys        , all       , "['ir-filtered', 'red-filtered']"                                                         , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", inception_time,    200, 0.001 , mse      ,        128,         97, 15.88±1.27  , 20.16±8.02   , 14.97±1.28   , -0.08±0.10
mamba2-ring1-hr-all-ir                       , 5fold, ring1    , all-folds, hr            , all       , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", mamba2        ,    200, 0.0001, mse      ,          8,       1892, 8.93±0.19   , 12.16±2.74   , 11.75±0.34   , 0.47±0.02
mamba2-ring1-hr-all-ir                       , 5fold, ring1    , all-folds, hr            , all       , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", mamba2        ,    200, 0.0001, mse      ,          8,        532, 11.15±0.38  , 14.15±3.63   , 13.97±0.52   , -0.08±0.04
mamba2-ring1-hr-all-ir                       , 5fold, ring1    , all-folds, hr            , all       , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", mamba2        ,    200, 0.0001, mse      ,          8,        532, 10.78±0.33  , 13.25±3.44   , 13.54±0.48   , 0.04±0.04
transformer-ring2-samsung_hr-all-ir          , test , ring2    , all-folds, samsung_hr    , all       , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", transformer   ,    200, 0.001 , mse      ,        128,        120, 11.04±0.87  , 14.56±6.00   , 13.80±1.39   , 0.38±0.09
inception-time-ring1-hr-motion-ir            , test , ring1    , all-folds, hr            , motion    , ['ir-filtered']                                                                           , "['deepsquat', 'striding']"                                                          , inception_time,    200, 0.001 , mse      ,        128,        191, 18.76±1.07  , 23.83±7.11   , 25.90±2.23   , 0.10±0.07
mamba2-ring2-rr-stationary-ir                , 5fold, ring2    , all-folds, resp_rr       , stationary, ['ir-filtered-rr']                                                                        , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , mamba2        ,    200, 0.0001, mse      ,          8,        387, 4.25±0.14   , 5.04±1.22    , 29.19±1.41   , -0.29±0.05
inception-time-ring2-oura_hr-stationary-ir   , test , ring2    , all-folds, oura_hr       , stationary, ['ir-filtered']                                                                           , "['sitting', 'spo2', 'talking', 'shaking_head', 'standing']"                         , inception_time,    200, 0.001 , mse      ,        128,        133, 9.36±0.51   , 11.03±3.43   , 12.12±0.74   , 0.45±0.08
transformer-ring1-samsung_hr-all-ir          , test , ring1    , all-folds, samsung_hr    , all       , ['ir-filtered']                                                                           , "['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']", transformer   ,    200, 0.001 , mse      ,        128,        186, 8.44±0.69   , 12.60±5.32   , 10.90±1.20   , 0.61±0.06
fft-motion                                   , test , ring2    ,          , hr            , motion    , ['ir-filtered']                                                                           , "['deepsquat', 'striding']"                                                          , fft           ,    200, 0.001 , mse      ,        128,        181, 39.52±1.69  , 45.55±12.20  , 42.79±1.41   , 0.10±0.07
fft-motion                                   , test , ring1    ,          , hr            , motion    , ['ir-filtered']                                                                           , "['deepsquat', 'striding']"                                                          , fft           ,    200, 0.001 , mse      ,        128,        191, 39.25±1.63  , 45.25±11.65  , 43.65±1.37   , 0.09±0.07
fft-motion                                   , test , ring2    ,          , samsung_hr    , motion    , ['ir-filtered']                                                                           , "['deepsquat', 'striding']"                                                          , fft           ,    200, 0.001 , mse      ,        128,         25, 40.88±4.51  , 46.47±21.02  , 44.51±3.10   , -0.08±0.21
fft-motion                                   , test , ring1    ,          , samsung_hr    , motion    , ['ir-filtered']                                                                           , "['deepsquat', 'striding']"                                                          , fft           ,    200, 0.001 , mse      ,        128,         35, 41.95±3.59  , 46.89±18.16  , 47.37±2.71   , -0.16±0.17
fft-motion                                   , test , ring2    ,          , oura_hr       , motion    , ['ir-filtered']                                                                           , "['deepsquat', 'striding']"                                                          , fft           ,    200, 0.001 , mse      ,        128,         27, 42.02±4.37  , 47.57±20.70  , 45.30±2.95   , -0.16±0.20
