exp_name,mode,ring_type,fold,task,input_type,dataset_task,method_name,epochs,lr,criterion,batch_size,sample_len,mae_with_std,rmse_with_std,mape_with_std,pearson_with_std
resnet-ring1-hr-all-ir,test,ring1,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,61,10.80±1.05,13.53±6.73,10.06±0.86,-0.07±0.13
resnet-ring1-hr-all-ir,test,ring1,Fold-5,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,95,49.74±0.59,50.07±7.86,70.36±0.21,0.85±0.05
resnet-ring1-hr-all-ir,test,ring1,all-folds,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,532,22.45±0.72,27.91±6.39,29.02±1.02,0.49±0.04
resnet-ring2-oura_hr-all-ir,test,ring2,Fold-1,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,15,20.90±2.89,23.54±10.00,24.00±3.32,-0.14±0.27
resnet-ring2-oura_hr-all-ir,test,ring2,Fold-2,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,22,10.83±2.27,15.00±9.39,11.96±2.16,-0.30±0.21
resnet-ring2-oura_hr-all-ir,test,ring2,Fold-1,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,15,12.30±4.07,19.57±14.44,14.62±4.84,0.21±0.27
resnet-ring2-oura_hr-all-ir,test,ring2,Fold-2,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,22,7.13±2.95,15.28±12.68,8.47±3.59,0.65±0.17
resnet-ring2-bp-all-irred,5fold,ring2,Fold-1,BP_sys,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,4,17.09±5.07,19.22±13.20,14.33±3.28,-0.61±0.56
resnet-ring2-bp-all-irred,5fold,ring2,Fold-1,BP_sys,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,4,17.09±5.07,19.22±13.20,14.33±3.28,-0.61±0.56
resnet-ring2-oura_hr-stationary-ir,test,ring2,Fold-1,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,13,21.38±3.19,24.07±10.44,24.49±3.69,-0.09±0.30
resnet-ring2-oura_hr-stationary-ir,test,ring2,Fold-2,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,20,9.87±1.90,12.88±7.91,11.34±1.96,-0.33±0.22
resnet-ring2-oura_hr-stationary-ir,test,ring2,Fold-1,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,13,6.73±1.70,8.93±5.29,7.99±2.02,0.77±0.19
resnet-ring2-oura_hr-stationary-ir,test,ring2,Fold-2,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,20,2.96±0.44,3.52±1.89,3.69±0.58,0.92±0.09
peak-stationary,test,ring2,,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",peak,200,0.001,mse,128,387,35.65±1.26,43.41±9.57,48.18±1.87,-0.52±0.04
peak-stationary,test,ring1,,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",peak,200,0.001,mse,128,475,15.99±0.84,24.32±6.66,19.87±1.04,0.48±0.04
peak-stationary,test,ring2,,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",peak,200,0.001,mse,128,19,11.31±3.64,19.14±14.57,12.95±3.85,-0.10±0.24
peak-stationary,test,ring1,,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",peak,200,0.001,mse,128,28,14.41±2.92,20.94±11.34,17.74±3.72,0.24±0.19
peak-stationary,test,ring2,,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",peak,200,0.001,mse,128,33,8.55±1.75,13.09±8.20,10.81±2.26,0.28±0.17
peak-stationary,test,ring1,,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",peak,200,0.001,mse,128,51,17.38±2.60,25.30±10.92,21.60±3.29,0.07±0.14
peak-stationary,test,ring2,,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",peak,200,0.001,mse,128,19,3.50±0.66,4.48±2.56,4.37±0.95,0.95±0.08
peak-stationary,test,ring1,,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",peak,200,0.001,mse,128,28,3.08±0.48,3.97±2.15,3.66±0.68,0.97±0.05
peak-stationary,test,ring2,,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",peak,200,0.001,mse,128,387,3.61±0.16,4.77±1.32,24.27±1.36,0.13±0.05
peak-stationary,test,ring1,,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",peak,200,0.001,mse,128,475,3.06±0.13,4.17±1.25,18.96±1.08,0.40±0.04
peak-stationary,test,ring2,,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",peak,200,0.001,mse,128,33,4.44±0.77,6.24±3.53,5.39±0.93,0.70±0.13
peak-stationary,test,ring1,,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",peak,200,0.001,mse,128,51,4.45±0.62,6.23±3.07,5.00±0.68,0.89±0.06
transformer-ring1-bp-all-irred,5fold,ring1,Fold-1,BP_sys,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,16,8,53.02±5.34,54.87±25.12,49.03±2.32,0.52±0.35
transformer-ring1-bp-all-irred,5fold,ring1,Fold-1,BP_sys,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,16,8,53.02±5.34,54.87±25.12,49.03±2.32,0.52±0.35
resnet-ring1-rr-all-ir,5fold,ring1,Fold-1,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,190,2.96±0.19,3.93±1.38,19.43±1.80,0.25±0.07
resnet-ring1-rr-all-ir,5fold,ring1,Fold-2,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,84,4.61±0.31,5.39±1.91,23.20±2.10,0.11±0.11
resnet-ring1-rr-all-ir,5fold,ring1,Fold-3,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,104,2.10±0.20,2.90±1.31,12.78±1.12,0.20±0.10
resnet-ring1-rr-all-ir,5fold,ring1,Fold-4,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,61,3.77±0.31,4.47±1.85,18.82±1.23,0.08±0.13
resnet-ring1-rr-all-ir,5fold,ring1,Fold-5,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,95,4.51±0.28,5.26±1.85,33.83±2.95,0.46±0.09
resnet-ring1-rr-all-ir,5fold,ring1,all-folds,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,534,3.42±0.12,4.35±1.11,21.22±0.97,0.04±0.04
resnet-ring1-rr-all-ir,5fold,ring1,Fold-1,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,190,2.96±0.19,3.93±1.38,19.43±1.80,0.25±0.07
resnet-ring1-rr-all-ir,5fold,ring1,Fold-2,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,84,4.61±0.31,5.39±1.91,23.20±2.10,0.11±0.11
resnet-ring1-rr-all-ir,5fold,ring1,Fold-3,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,104,2.10±0.20,2.90±1.31,12.78±1.12,0.20±0.10
resnet-ring1-rr-all-ir,5fold,ring1,Fold-4,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,61,3.77±0.31,4.47±1.85,18.82±1.23,0.08±0.13
resnet-ring1-rr-all-ir,5fold,ring1,Fold-5,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,95,4.51±0.28,5.26±1.85,33.83±2.95,0.46±0.09
resnet-ring1-rr-all-ir,5fold,ring1,all-folds,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,534,3.42±0.12,4.35±1.11,21.22±0.97,0.04±0.04
resnet-ring1-rr-all-ir,test,ring1,Fold-1,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,190,2.96±0.19,3.93±1.38,19.43±1.80,0.25±0.07
resnet-ring1-rr-all-ir,test,ring1,Fold-2,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,84,4.61±0.31,5.39±1.91,23.20±2.10,0.11±0.11
resnet-ring1-rr-all-ir,test,ring1,Fold-3,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,104,2.10±0.20,2.90±1.31,12.78±1.12,0.20±0.10
resnet-ring1-rr-all-ir,test,ring1,Fold-4,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,61,3.77±0.31,4.47±1.85,18.82±1.23,0.08±0.13
resnet-ring1-rr-all-ir,test,ring1,Fold-5,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,95,4.51±0.28,5.26±1.85,33.83±2.95,0.46±0.09
resnet-ring1-rr-all-ir,test,ring1,all-folds,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,534,3.42±0.12,4.35±1.11,21.22±0.97,0.04±0.04
resnet-ring1-oura_hr-motion-ir,test,ring1,Fold-1,oura_hr,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,3,22.55±7.55,24.95±17.18,27.52±8.13,-0.91±0.41
resnet-ring1-oura_hr-motion-ir,test,ring1,Fold-2,oura_hr,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,2,20.59±13.05,24.38±23.18,19.96±9.81,-1.00±inf
resnet-ring1-oura_hr-motion-ir,test,ring1,Fold-1,oura_hr_com,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,3,38.39±10.15,40.98±26.08,47.38±10.37,0.98±0.22
resnet-ring1-oura_hr-motion-ir,test,ring1,Fold-2,oura_hr_com,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,2,48.83±7.83,49.46±27.66,56.26±19.97,1.00±inf
resnet-ring2-hr-all-ir,5fold,ring2,Fold-1,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,115,16.77±0.90,19.34±5.78,19.86±1.03,-0.20±0.09
resnet-ring2-hr-all-ir,5fold,ring2,Fold-2,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,81,12.53±1.24,16.72±7.31,13.77±1.13,-0.18±0.11
resnet-ring2-hr-all-ir,5fold,ring2,Fold-3,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,104,8.94±0.71,11.50±4.64,12.78±1.35,0.02±0.10
resnet-ring2-hr-all-ir,5fold,ring2,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,34,25.51±1.59,27.09±9.93,24.25±1.25,-0.19±0.17
resnet-ring2-hr-all-ir,5fold,ring2,Fold-5,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,95,23.83±0.83,25.14±6.83,32.97±0.74,0.10±0.10
resnet-ring2-hr-all-ir,5fold,ring2,all-folds,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,429,16.33±0.52,19.58±4.65,20.24±0.63,0.32±0.05
resnet-ring2-hr-all-ir,test,ring2,Fold-1,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,115,16.77±0.90,19.34±5.78,19.86±1.03,-0.20±0.09
resnet-ring2-hr-all-ir,test,ring2,Fold-2,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,81,12.53±1.24,16.72±7.31,13.77±1.13,-0.18±0.11
resnet-ring2-hr-all-ir,test,ring2,Fold-3,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,104,8.94±0.71,11.50±4.64,12.78±1.35,0.02±0.10
resnet-ring2-hr-all-ir,test,ring2,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,34,25.51±1.59,27.09±9.93,24.25±1.25,-0.19±0.17
resnet-ring2-hr-all-ir,test,ring2,Fold-5,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,95,23.83±0.83,25.14±6.83,32.97±0.74,0.10±0.10
resnet-ring2-hr-all-ir,test,ring2,all-folds,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,429,16.33±0.52,19.58±4.65,20.24±0.63,0.32±0.05
inception-time-ring1-rr-all-ir,5fold,ring1,Fold-1,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,190,2.59±0.16,3.41±1.19,16.13±1.47,0.36±0.07
inception-time-ring1-rr-all-ir,5fold,ring1,Fold-2,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,84,4.25±0.30,5.05±1.86,21.69±2.26,0.10±0.11
inception-time-ring1-rr-all-ir,5fold,ring1,Fold-3,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,104,2.44±0.19,3.10±1.27,15.24±1.15,0.15±0.10
inception-time-ring1-rr-all-ir,5fold,ring1,Fold-4,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,61,4.39±0.30,4.97±1.87,22.12±1.14,0.23±0.13
inception-time-ring1-rr-all-ir,5fold,ring1,Fold-5,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,95,4.64±0.28,5.37±1.85,34.92±3.01,0.39±0.10
inception-time-ring1-rr-all-ir,5fold,ring1,all-folds,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,534,3.39±0.11,4.24±1.07,20.86±0.92,0.01±0.04
inception-time-ring1-rr-all-ir,5fold,ring1,Fold-1,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,190,2.59±0.16,3.41±1.19,16.13±1.47,0.36±0.07
inception-time-ring1-rr-all-ir,5fold,ring1,Fold-2,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,84,4.25±0.30,5.05±1.86,21.69±2.26,0.10±0.11
inception-time-ring1-rr-all-ir,5fold,ring1,Fold-3,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,104,2.44±0.19,3.10±1.27,15.24±1.15,0.15±0.10
inception-time-ring1-rr-all-ir,5fold,ring1,Fold-4,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,61,4.39±0.30,4.97±1.87,22.12±1.14,0.23±0.13
inception-time-ring1-rr-all-ir,5fold,ring1,Fold-5,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,95,4.64±0.28,5.37±1.85,34.92±3.01,0.39±0.10
inception-time-ring1-rr-all-ir,5fold,ring1,all-folds,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,534,3.39±0.11,4.24±1.07,20.86±0.92,0.01±0.04
inception-time-ring1-rr-all-ir,test,ring1,Fold-1,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,190,2.59±0.16,3.41±1.19,16.13±1.47,0.36±0.07
inception-time-ring1-rr-all-ir,test,ring1,Fold-2,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,84,4.25±0.30,5.05±1.86,21.69±2.26,0.10±0.11
inception-time-ring1-rr-all-ir,test,ring1,Fold-3,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,104,2.44±0.19,3.10±1.27,15.24±1.15,0.15±0.10
inception-time-ring1-rr-all-ir,test,ring1,Fold-4,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,61,4.39±0.30,4.97±1.87,22.12±1.14,0.23±0.13
inception-time-ring1-rr-all-ir,test,ring1,Fold-5,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,95,4.64±0.28,5.37±1.85,34.92±3.01,0.39±0.10
inception-time-ring1-rr-all-ir,test,ring1,all-folds,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,534,3.39±0.11,4.24±1.07,20.86±0.92,0.01±0.04
inceptiontime-ring2-spo2-spo2-irred,5fold,ring2,Fold-1,spo2,"['ir-filtered', 'red-filtered']",['spo2'],inception_time,200,0.001,mse,128,22,3.81±0.61,4.71±2.40,4.23±0.69,-0.05±0.22
inceptiontime-ring2-spo2-spo2-irred,5fold,ring2,Fold-2,spo2,"['ir-filtered', 'red-filtered']",['spo2'],inception_time,200,0.001,mse,128,33,4.63±0.74,6.24±3.39,5.23±0.90,-0.03±0.18
inceptiontime-ring2-spo2-spo2-irred,5fold,ring2,Fold-1,spo2,"['ir-filtered', 'red-filtered']",['spo2'],inception_time,200,0.001,mse,128,22,3.81±0.61,4.71±2.40,4.23±0.69,-0.05±0.22
inceptiontime-ring2-spo2-spo2-irred,5fold,ring2,Fold-2,spo2,"['ir-filtered', 'red-filtered']",['spo2'],inception_time,200,0.001,mse,128,33,4.63±0.74,6.24±3.39,5.23±0.90,-0.03±0.18
peak,test,ring2,,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",peak,200,0.001,mse,128,429,36.21±1.19,43.81±9.46,49.21±1.87,-0.52±0.04
peak,test,ring1,,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",peak,200,0.001,mse,128,532,16.29±0.78,24.21±6.38,20.46±1.00,0.43±0.04
peak,test,ring2,,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",peak,200,0.001,mse,128,25,17.22±3.60,24.66±14.01,18.93±3.75,-0.33±0.20
peak,test,ring1,,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",peak,200,0.001,mse,128,35,14.83±2.62,21.29±10.99,18.37±3.47,0.26±0.17
peak,test,ring2,,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",peak,200,0.001,mse,128,39,12.77±2.26,18.88±10.06,14.97±2.55,-0.23±0.16
peak,test,ring1,,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",peak,200,0.001,mse,128,58,17.27±2.39,24.99±10.57,21.51±3.08,0.11±0.13
peak,test,ring2,,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",peak,200,0.001,mse,128,25,12.23±3.98,23.03±16.35,13.54±4.52,0.66±0.16
peak,test,ring1,,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",peak,200,0.001,mse,128,35,11.21±3.35,22.54±15.04,13.03±4.16,0.54±0.15
peak,test,ring2,,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",peak,200,0.001,mse,128,431,3.71±0.15,4.86±1.29,24.40±1.32,0.21±0.05
peak,test,ring1,,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",peak,200,0.001,mse,128,534,3.23±0.13,4.36±1.23,19.60±1.04,0.45±0.04
peak,test,ring2,,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",peak,200,0.001,mse,128,39,10.41±2.45,18.33±11.17,11.91±2.85,0.65±0.13
peak,test,ring1,,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",peak,200,0.001,mse,128,58,8.70±1.72,15.61±9.26,9.80±2.01,0.66±0.10
resnet-ring1-bp-all-irred,5fold,ring1,Fold-1,BP_sys,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,8,12.84±4.46,17.44±14.11,11.18±3.24,-0.19±0.40
resnet-ring1-bp-all-irred,5fold,ring1,Fold-1,BP_sys,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,8,12.84±4.46,17.44±14.11,11.18±3.24,-0.19±0.40
resnet-ring1-rr-motion-ir,test,ring1,Fold-1,resp_rr,['ir-filtered-rr'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,22,4.11±0.64,5.04±2.48,18.40±3.41,-0.20±0.22
resnet-ring1-rr-motion-ir,test,ring1,Fold-2,resp_rr,['ir-filtered-rr'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,12,6.37±1.12,7.37±4.08,25.89±3.60,-0.64±0.24
resnet-ring1-rr-motion-ir,test,ring1,Fold-3,resp_rr,['ir-filtered-rr'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,10,3.77±0.96,4.75±3.00,22.24±6.07,-0.38±0.33
resnet-ring1-rr-motion-ir,test,ring1,Fold-4,resp_rr,['ir-filtered-rr'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,7,8.01±1.11,8.46±4.28,33.33±3.33,-0.30±0.43
resnet-ring1-rr-motion-ir,test,ring1,Fold-5,resp_rr,['ir-filtered-rr'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,8,3.94±1.25,5.15±3.84,37.23±20.61,0.88±0.19
resnet-ring1-rr-motion-ir,test,ring1,all-folds,resp_rr,['ir-filtered-rr'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,59,4.95±0.45,6.04±2.36,24.90±3.30,-0.18±0.13
transformer-ring2-oura_hr-stationary-ir,test,ring2,Fold-1,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,13,9.47±1.39,10.63±5.10,10.70±1.46,-0.14±0.30
transformer-ring2-oura_hr-stationary-ir,test,ring2,Fold-2,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,20,9.22±1.29,10.79±5.66,10.81±1.30,-0.08±0.24
transformer-ring2-oura_hr-stationary-ir,test,ring2,Fold-1,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,13,6.73±1.70,8.93±5.29,7.99±2.02,0.77±0.19
transformer-ring2-oura_hr-stationary-ir,test,ring2,Fold-2,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,20,2.96±0.44,3.52±1.89,3.69±0.58,0.92±0.09
